title,creation_date,date_acquired,cited_name,party_type,ratio,gender,usable_name
Keith Haring,1984,2002,"Mapplethorpe, Robert",,100,M,Robert
Untitled,1964-1965,2002,"Baer, Jo",,99,F,Jo
Trans East West (Tew) No. 5: The Attack of the Embassy (Reconstruction),1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 6: Rebuilding Beyrut,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 7: Bombing the Power Plant,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 8: Suddenly It was Completely Dark (Maybe Because I Closed My Eyes),1999,2002,"Ackermann, Franz",,100,M,Franz
"Trans East West (Tew) No. 9: The ""Meridien"" Will Have a Nice View",1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 10: To the People of Damascus,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 11: Former Restaurant,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 12: The Neighbours,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 13: The President,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 14: To the People of Damascus,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 15: Cinema Beyrut,1999,2002,"Ackermann, Franz",,100,M,Franz
Trans East West (Tew) No. 16: Secret Excavations in Pigman's Land,1999,2002,"Ackermann, Franz",,100,M,Franz
Pill Lamp,1968,2001,"Casati, Cesare",,100,M,Cesare
Pill Lamp,1968,2001,"Ponzio, Emanuele",,100,M,Emanuele
Pill Lamp,1968,2001,"Casati, Cesare",,100,M,Cesare
Pill Lamp,1968,2001,"Ponzio, Emanuele",,100,M,Emanuele
Pill Lamp,1968,2001,"Casati, Cesare",,100,M,Cesare
Pill Lamp,1968,2001,"Ponzio, Emanuele",,100,M,Emanuele
Pill Lamp,1968,2001,"Casati, Cesare",,100,M,Cesare
Pill Lamp,1968,2001,"Ponzio, Emanuele",,100,M,Emanuele
Two Cruet Bottles on Stand, 1851,2002,"Pugin, Augustus Welby Northmore",,100,M,Augustus
Ewer,1864,2002,"Ivory, Alfred",,99,M,Alfred
Ewer,1868,2002,"Ivory, Alfred",,99,M,Alfred
Jug, 1870,2002,"Dresser, Christopher",,100,M,Christopher
Jug, 1880,2002,"Dresser, Christopher",,100,M,Christopher
Jug, 1885,2002,"Dresser, Christopher",,100,M,Christopher
Jug, 1885,2002,"Dresser, Christopher",,100,M,Christopher
Jug, 1885,2002,"Dresser, Christopher",,100,M,Christopher
Vase,late 19th century,2002,"Dresser, Christopher",,100,M,Christopher
Hôtel de la Duchesse de Villars--rue des Saints-Pères,1901-1902,2002,"Atget, Eugène",,,,Eugène
Ancien Monastère des Bénédictins anglais--269 rue Saint-Jacques,1905,2002,"Atget, Eugène",,,,Eugène
Silver Goblet, 1774,1922,"Aldridge, Charles",,100,M,Charles
Silver Goblet, 1774,1922,"Green, Henry",,100,M,Henry
Green Jacket,1989,2001,"Katz, Alex",,97,M,Alex
"Fontaine du Montreuil, faubourg Saint-Antoine (à l'angle de la rue de Charonne)",1904-1905,2002,"Atget, Eugène",,,,Eugène
Plymet cabinet,1945-1946,2002,"Latimer, Clive",,100,M,Clive
Study for Autumn Foliage,1867,2002,"Newman, Henry Roderick",,100,M,Henry
Paysage du Bassin d'Arcachon, 1930,2002,"Lhote, André",,,,André
"Radierung für ""24 Essais de Jakovski""",1934,2002,"Kandinsky, Vassily",,,,Vassily
"Rue (du Chevalier) de la Barre-Montmarte, 18e arrondissement",1899-1900,2002,"Atget, Eugène",,,,Eugène
"Cabaret de l'Épée de Bois - ou fut assassiné, sous la Régence, le financier Lacroix par le Comte de Horn, rue Quincampoix 54 (4e arrondissement)",1901,2002,"Atget, Eugène",,,,Eugène
"Hôtel, 50 rue de Turenne",1913,2002,"Atget, Eugène",,,,Eugène
"Façade d'une maison, quai de l'Horloge 21",1913,2002,"Atget, Eugène",,,,Eugène
Man with Three Children,late 19th-early 20th century,,Runick,,,,Runick
Soga Goro,late 19th-early 20th century,,Maru Ki,,,,Maru
Young Girl,late 19th-early 20th century,,Nobu Uki,,,,Nobu
Ainu Hunter,late 19th-early 20th century,,Ho Shin,,100,M,Ho
Portrait bust of Mr. H.J. Heinz, 1901,,Uda Gawa,,,,Uda
Bust of Antigone,no date,,"Rudolph, B.",,,,B.
Figure of a Snake Charmer,no date,,Glenn,,99,M,Glenn
Two Sumo Wrestlers,late 19th-early 20th century,,Giryo,,,,Giryo
Convivial Friends - Group of Three Men out for a Picnic,late 19th-early 20th century,,Shidzu Nore,,,,Shidzu
Head of Herodatus in a Bowl,no date,,Caroley L'Micciotti,,,,Caroley
Figure of a Sage,no date,,Sosai,,,,Sosai
Figure of a Sage,no date,,Sosai,,,,Sosai
Old woman with a broom,no date,,Sosai,,,,Sosai
Man playing a drum,no date,,Sosai,,,,Sosai
An artist with brush and ink plate,no date,,Sosai,,,,Sosai
Netsuke: Figure of a Monkey Eating a Large Tangerine,19th century,,Ransen,,,,Ransen
"Seated figure of Sakyamuni, the historic Buddha",20th century,,Sosai,,,,Sosai
Standing figure of a woman holding a bunch of flowers,20th century,,Sosai,,,,Sosai
Standing figure of an old gentleman playing a flute,20th century,,Sosai,,,,Sosai
Untitled,1958,2002,"Wou-Ki, Zao",,,,Zao
Wound (Beuys meets Warhol),2002,2002,"Dumas, Marlene",,100,F,Marlene
Shadow (Andy meets Warhol),2002,2002,"Dumas, Marlene",,100,F,Marlene
MD+AW,2002,2002,"Dumas, Marlene",,100,F,Marlene
Star (Andy Warhol meets David Bowie),2002,2002,"Dumas, Marlene",,100,F,Marlene
Figment (Homage to Andy Warhol),2002,2002,"Dumas, Marlene",,100,F,Marlene
Portrait of a Young Girl, 1940,2002,"Laurencin, Marie",,100,F,Marie
Bookplate,no date,2002,"Vedder, Elihu",,100,M,Elihu
Snuff bottle,no date,1938,Yen Chung San,,90,F,Yen
Dinner plate,1755-1756,1970,"Archambo, Peter",,100,M,Peter
Dinner plate,1755-1756,1970,"Meure, Peter",,100,M,Peter
Marcel Duchamp,1964,2002,"Michals, Duane",,99,M,Duane
Jeanne Moreau,1967,2002,"Michals, Duane",,99,M,Duane
David Hemmings,1968,2002,"Michals, Duane",,99,M,Duane
Andy Warhol,1972,2002,"Michals, Duane",,99,M,Duane
Andy Warhol,1958,2002,"Michals, Duane",,99,M,Duane
Balthus and Setsuko,2000,2002,"Michals, Duane",,99,M,Duane
A Gursky Gherkin is Just a Very Large Pickle,2001,2002,"Michals, Duane",,99,M,Duane
From the Dead Saint's Shit Series: St. Francis of Assisi's Feces with burning cross....,2001,2002,"Michals, Duane",,99,M,Duane
Duane's Super Shiner: Self Portrait in the Manner of Nan Goldin,2001,2002,"Michals, Duane",,99,M,Duane
I Like Pussy,2001,2002,"Michals, Duane",,99,M,Duane
An Unfortunate Tryst with Pipilotti Rist,2001,2002,"Michals, Duane",,99,M,Duane
A Duane Michals Photograph of a Sherrie Levine Photograph of a Walker Evans Photograph,2001,2002,"Michals, Duane",,99,M,Duane
Dr. Duanus's Infernal Tongue-in-Cheeky Journal,2001,2002,"Michals, Duane",,99,M,Duane
Universe (Agnes)/Positive,2000-2002,2002,"Albenda, Ricci",,57,F,Ricci
Utopia,2002,2002,"Harrison, Rachel",,100,F,Rachel
Refractional Series #28,1967,2002,"Amino, Lee",,77,M,Lee
Farmslave in Massecuschitz (small stage),1999,2002,"Bock, John",,100,M,John
Several Drawings on Top of Each Other,1990-2002,2002,"Manders, Mark",,100,M,Mark
Driftwood,2001-2002,2002,"Doig, Peter",,100,M,Peter
Dining chair,1901,2002,"Olbrich, Josef M.",,100,M,Josef
Dining chair,1902-1903,2002,"Behrens, Peter",,100,M,Peter
Samovar, 1904,2002,"Paul, Bruno",,100,M,Bruno
"Study Establishing the Disposition of the Central Group Figures in ""The Sleep of Arthur at Avalon""", 1881,2002,"Burne-Jones, Edward Coley",,100,M,Edward
"Study of Architecture for ""The Sleep of Arthur at Avalon""", 1881,2002,"Burne-Jones, Edward Coley",,100,M,Edward
Acrylic stool,1990,2002,"Kuramata, Shiro",,,,Shiro
Knotted Chair,1996,2002,"Wanders, Marcel",,94,M,Marcel
Uptown Pittsburgh, 1923-1924,2002,"Archer, Charles K.",,100,M,Charles
The Coat,1961,2002,"Dine, Jim",,100,M,Jim
Two Panels: Green Orange,1970,2002,"Kelly, Ellsworth",,100,M,Ellsworth
For Green,1968,2002,"Noland, Kenneth",,100,M,Kenneth
Big Sandwich,1961,2002,"Oldenburg, Claes",,,,Claes
Red Painting,1954,2002,"Reinhardt, Ad",,,,Ad
Montage, 1940,2002,"Shaw, Charles G.",,100,M,Charles
Australia II,1970,2002,"Stankiewicz, Richard P.",,100,M,Richard
Nazareth das Farinhas,2002,2002,"Milhazes, Beatriz",,100,F,Beatriz
Vista #40,2000,2002,"Bettison, Giles",,100,M,Giles
Fuschia/Violet,1994,2002,"Blomdahl, Sonja",,100,F,Sonja
Pale Light,1996,2002,"Bohus, Zoltan",,100,M,Zoltan
Watching Your Every Move,1996,2002,"Brekke, John",,100,M,John
Hat,1998,2002,"Brenno, Brian",,100,M,Brian
Señorita,1998,2002,"Chardiet, Jose",,99,M,Jose
Early Persian,1988,2002,"Chihuly, Dale",,92,M,Dale
Oxblood and Blue Persian Set with Red Lip Wraps,1990,2002,"Chihuly, Dale",,92,M,Dale
Red Spotted Ikebana with Chartreuse Stems,1992,2002,"Chihuly, Dale",,92,M,Dale
Chartreuse Slingbacks with Baby Bows and an Apple,1991,2002,"Cohen, Carol",,99,F,Carol
Tall Slender Dichroic Neodymium Mongo with Arching Serpents & Cypress Base,1996,2002,"Dreisbach, Fritz",,100,M,Fritz
Divergent Evolution 2,1996,2002,"Glancy, Michael",,100,M,Michael
Erise II,1995,2002,"Hlava, Pavel",,100,M,Pavel
Naos,1997,2002,"Hora, Petr",,100,M,Petr
Jerry Vision Vase #7,2000,2002,"Hutter, Sidney",,62,M,Sidney
Reclining Female with Extended Leg,1989,2002,"Jolley, Richard",,100,M,Richard
Summer View,1996,2002,"Jolley, Richard",,100,M,Richard
Spring Rite,1992,2002,"LeQuier, K. William",,,,K.
Struggle,1990,2002,"Lugossy, Maria",,99,F,Maria
Zanfirico Pear,1994,2002,"Mace, Flora",,100,F,Flora
Zanfirico Pear,1994,2002,"Kirkpatrick, Joey",,89,M,Joey
Chartreuse and Black Pair,1992,2002,"Marioni, Dante",,99,M,Dante
Yellow Mosaic Vase,1998,2002,"Marioni, Dante",,99,M,Dante
Alien (Organism Series),1998,2002,"Mickelsen, Robert",,100,M,Robert
Suspended Artifact,1993,2002,"Morris, William",,100,M,William
Persuasion Series: Ravishing,1996,2002,"Mulcahy, Kathleen",,100,F,Kathleen
Macle 001,1991,2002,"Negreanu, Matei",,100,M,Matei
Mountain Skyscape,1994,2002,"Peiser, Mark",,100,M,Mark
Untitled #R436,1991,2002,"Reid, Colin",,100,M,Colin
Vogelkuss (Bird kiss),1999,2002,"Peretti, Sibylle",,,,Sibylle
Untitled #R562,1993,2002,"Reid, Colin",,100,M,Colin
"YC1196, Mandala Series #10",1996,2002,"Ritter, Richard Q.",,100,M,Richard
Flaming Snowman,1993,2002,"Ruffner, Ginny",,100,F,Ginny
Untitled (Amber),2001,2002,"de Santillana, Laura",,100,F,Laura
Madonna,1992,2002,"Savelyeva, Liubov",,,,Liubov
Midwestern Autumn,1996,2002,"Statom, Therman",,100,M,Therman
Muchachos (Friends),2000,2002,"Wingfield, Leah",,100,F,Leah
Red Dragon,1996,2002,"Townsend, Milon",,100,M,Milon
Untitled,1990,2002,"Weinberg, Steven",,100,M,Steven
Untitled,1989,2002,"Zuber, Czeslaw",,,,Czeslaw
"Washington Senior High School, Washington, PA",1987,2002,"Lekawa, Robert",,100,M,Robert
"Washington Senior High School, Washington, PA",1987,2002,"Hugus, Thomas",,100,M,Thomas
"Bath house for Curwensville State Park, Curwensville, PA",1968,2002,"Hoone, Joseph W.",,100,M,Joseph
"Bath house for Curwensville State Park, Curwensville, PA",1968,2002,"Bianco, Carmen",,94,F,Carmen
"Admissions Building, Torrance State Hospital, Torrance, Pennsylvania",1966,2002,"Hoone, Joseph W.",,100,M,Joseph
"Sunrise Estates Elementary School, Penn Township, PA",1958,2002,"Sorber, Charles H.",,100,M,Charles
"Sunrise Estates Elementary School, Penn Township, PA",1958,2002,"Hoone, Joseph W.",,100,M,Joseph
"Bath house and other facilities, Yellow Creek State Park, Indiana County, Indiana, PA",1969,2002,"Hoone, Joseph W.",,100,M,Joseph
Junior High School,1950s,2002,"Sorber, Charles H.",,100,M,Charles
Junior High School,1950s,2002,"Hoone, Joseph W.",,100,M,Joseph
"West Point Elementary School, Hempfield Area School District, Greensburgh (sic), PA",1956,2002,"Sorber, Charles H.",,100,M,Charles
"West Point Elementary School, Hempfield Area School District, Greensburgh (sic), PA",1956,2002,"Hoone, Joseph W.",,100,M,Joseph
"Monzo-Proposed Shopping Plaza and Development, Latrobe, PA",1989,2002,"Lekawa, Robert",,100,M,Robert
"Monzo-Proposed Shopping Plaza and Development, Latrobe, PA",1989,2002,"Markulin, John",,100,M,John
"Frazier Middle-Senior High School, Perryopolis, PA",1989,2002,"Lekawa, Robert",,100,M,Robert
"Frazier Middle-Senior High School, Perryopolis, PA",1989,2002,"Hugus, Thomas",,100,M,Thomas
"Bethlehem-Center Senior High School, Fredericktown, PA",1991,2002,"Lekawa, Robert",,100,M,Robert
"Bethlehem-Center Senior High School, Fredericktown, PA",1991,2002,"Markulin, John",,100,M,John
"Latrobe Elementary School, Latrobe, PA",1992,2002,"Lekawa, Robert",,100,M,Robert
"Latrobe Elementary School, Latrobe, PA",1992,2002,"Markulin, John",,100,M,John
"Burton Elementary School, Erie, PA",1989,2002,"Lekawa, Robert",,100,M,Robert
"Burton Elementary School, Erie, PA",1989,2002,"Markulin, John",,100,M,John
"Irving Elementary School, Erie, PA",1987,2002,"Lekawa, Robert",,100,M,Robert
"Irving Elementary School, Erie, PA",1987,2002,"Hugus, Thomas",,100,M,Thomas
"Penn-Trafford Senior High School, Harrison City, PA",1970,2002,"Hoone, Joseph W.",,100,M,Joseph
"Penn Middle School, Harrison City, PA",1986,2002,"Lekawa, Robert",,100,M,Robert
"Penn Middle School, Harrison City, PA",1986,2002,"Hugus, Thomas",,100,M,Thomas
"McCullough Elementary School, Penn Township, PA",1978?,2002,"Sorber, Charles H.",,100,M,Charles
"McCullough Elementary School, Penn Township, PA",1978?,2002,"Hoone, Joseph W.",,100,M,Joseph
"Somerset Area Senior High School, Somerset, PA",1951,2002,"Sorber, Charles H.",,100,M,Charles
"Somerset Area Senior High School, Somerset, PA",1951,2002,"Hoone, Joseph W.",,100,M,Joseph
"Greensburg Country Club, Greensburg, PA",1950,2002,"Sorber, Charles H.",,100,M,Charles
"Greensburg Country Club, Greensburg, PA",1950,2002,"Hoone, Joseph W.",,100,M,Joseph
"Penn-Trafford Senior High School, Harrison City, PA",1968,2002,"Hoone, Joseph W.",,100,M,Joseph
Mystery Robots Rip off the Rain Forest,1989,2002,"Zucca, Edward",,100,M,Edward
Installation of the 1958 Carnegie International,1958,2002,"Hare, Clyde",,99,M,Clyde
Harry Swank and John Walters, 1925,2002,"Swank, Luke",,100,M,Luke
Harry Swank and John Walters, 1925,2002,"Swank, Luke",,100,M,Luke
"House for S.P. Fergus, Esq.,  Washington, PA",1888,2002,"Osterling, Frederick J.",,100,M,Frederick
Ewer, 1897,2002,"Ledru, Leon",,99,M,Leon
Bubble vase, 1935,2002,"Graffart, Charles",,100,M,Charles
Vase, 1915,2002,"Ledru, Leon",,99,M,Leon
"""Streamliner"" meat slicer",designed 1940,2002,"Arens, Egmont C.",,,,Egmont
"""Streamliner"" meat slicer",designed 1940,2002,"Brookhart, Theodore",,100,M,Theodore
"Abenteurer der Kannibalen Bioethicists [Adventure of the Savage Bioethicists],",2001,2002,"Chagoya, Enrique",,99,M,Enrique
Woman-Head & Arms,1961,2002,"Diebenkorn, Richard",,100,M,Richard
Les Trois Soeurs (The Three Sisters),1938,2002,"Miró, Joan",,97,F,Joan
Harry Swank and John Walters, 1925,2002,"Swank, Luke",,100,M,Luke
"Installation of Abstract Painting and Sculpture in America, at Carnegie Museum",1983,2002,"Hare, Clyde",,99,M,Clyde
Vase,1938,2002,"Graffart, Charles",,100,M,Charles
Sequence,1997,2002,"Amsel, Galia",,100,F,Galia
Grande Capsule de Coquelicot,1989,2003,"Bayle, Pierre",,100,M,Pierre
Button Box,2000,2002,"Clegg, Tessa",,100,F,Tessa
"""Murrine"" Boat",1998,2003,"de Santillana, Laura",,100,F,Laura
Foliage,2001,2002,"Edols, Benjamin",,100,M,Benjamin
Foliage,2001,2002,"Elliott, Kathy",,100,F,Kathy
Untitled,2000,2003,"Groot, Mieke",,100,F,Mieke
Blue + Red Spin,1997,2002,"Baldwin, Philip",,100,M,Philip
Blue + Red Spin,1997,2002,"Guggisberg, Monica",,100,F,Monica
Sphere (Earth),2000,2002,"Hora, Petr",,100,M,Petr
Fantasy Vessel - Bade dei Wein,October 1977,2003,"Huchthausen, David",,100,M,David
Pair,2000,2003,"Holler, Franz X.",,100,M,Franz
Untitled, 1986,2002,"Myers, Joel P.",,99,M,Joel
Boxed 1,1998,2003,"Romanelli, Bruno",,100,M,Bruno
Sun Star,1998,2002,"Sabokova, Gizela",,,,Gizela
Beginning to Breathe,1999,2003,"Schwieder, Paul",,100,M,Paul
Initio Silenzio,2000,2002,"Hees, Carl van",,99,M,Carl
Joseph Z (grandfather),1998,2003,"Zamecnikova, Dana",,80,F,Dana
Working Proof for 5108 FEX series,1963,2002,"McLaughlin, John",,100,M,John
Diptych III,1967,2002,"Artschwager, Richard",,100,M,Richard
Blindfold,2002,2002,"Sala, Anri",,100,M,Anri
"The Malecon, Havana 1",2002,2002,"Snyder, Jill",,100,F,Jill
"The Malecon, Havana 2",2002,2002,"Snyder, Jill",,100,F,Jill
"The Malecon, Havana 3",2002,2002,"Snyder, Jill",,100,F,Jill
Jug,1878,2002,"Dee, Henry W.",,100,M,Henry
Jug,1878,2002,"Kouzan, Numata",,,,Numata
Teapot Goblet,1989,2002,"Marquis, Richard",,100,M,Richard
Armchair, 1902,2002,"Vollmer, Hans",,100,M,Hans
Champagne glass,1902,2003,"Behrens, Peter",,100,M,Peter
Sherry or port glass,1902,2003,"Behrens, Peter",,100,M,Peter
Liqueur glass,1902,2003,"Behrens, Peter",,100,M,Peter
Water glass,1902,2003,"Behrens, Peter",,100,M,Peter
Dinner plate,1903-1904,2003,"Velde, Henry van de",,100,M,Henry
Large serving plate,1903-1904,2003,"Velde, Henry van de",,100,M,Henry
Cup and Saucer,1903-1904,2003,"Velde, Henry van de",,100,M,Henry
Dish, 1950,2002,"Hamada, Shoji",,,,Shoji
Dish, 1950,2002,"Hamada, Shoji",,,,Shoji
"Dr. Washington Epps, My Doctor",1885,2002,"Alma-Tadema, Lawrence",,100,M,Lawrence
Study for Steamboat on the Ohio, 1896,2002,"Anshutz, Thomas Pollock",,100,M,Thomas
Elephant,1924,2002,"Leck, Bart Antony van der",,100,M,Bart
Small Black Woodcut (Petit bois noir),1906,2002,"Matisse, Henri",,94,M,Henri
Red Gate of Tokyo University in Early Summer,1929,1989,Fujimori Shizuo,,,,Fujimori
Red Gate of Tokyo University in Early Summer,5/18/1929,1989,Fujimori Shizuo,,,,Fujimori
Red Gate of Tokyo University in Early Summer,5/18/1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,,,,Nakajima
Central Meteorological Observatory,7/30/1929,1989,Fujimori Shizuo,,,,Fujimori
Central Meteorological Observatory,7/30/1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,,,,Nakajima
Central Meteorological Observatory,1929,1989,Fujimori Shizuo,,,,Fujimori
Central Meteorological Observatory,1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,,,,Nakajima
A Large Castle Overlooking a Winding Valley with Two Towers,1553,2002,"Lautensack, Hanns",,,,Hanns
Alexander the Great Taming Bucephalus, 1550,2002,Master L. D.,,100,M,Master
Alexander the Great Taming Bucephalus, 1550,2002,"Primaticcio, Frencesco",,,,Frencesco
" Lucy's House, Mason's Bend, AL; elevation and floor plan",2001,2002,"Mockbee, Samuel",,100,M,Samuel
"Lucy's House, Mason's Bend, AL; elevations, plans and sections",2001,2002,"Mockbee, Samuel",,100,M,Samuel
"Lucy's House, Mason's Bend, AL; elevation, section and floor plan",2001,2002,"Mockbee, Samuel",,100,M,Samuel
" Lucy's House, Mason's Bend, AL; elevations, plan, section, and perspective",2001,2002,"Mockbee, Samuel",,100,M,Samuel
"Lucy's House, Mason's Bend, AL: Lucy and her daughter in their old dwelling",2001,2002,"Mockbee, Samuel",,100,M,Samuel
Coppery Tentacled Sea Creature from the Narcissus Series,1998,2002,"Clipsham, Jacqueline",,100,F,Jacqueline
Liverpool chair,1986,2002,"Sowden, George",,99,M,George
Kevin,1976,1994,"Paschke, Ed",,100,M,Ed
Family Picnic,1941,2008,"Pearlstein, Philip",,100,M,Philip
Umbria #1,1959,2008,"Pearlstein, Philip",,100,M,Philip
"Lieutenant-General Sir Herbert Taylor, G.C.B. (1775-1839)",begun before 1806,2008,"Lawrence, Thomas",,100,M,Thomas
"Hero, Ursula, and Beatrice in Leonato's Garden (act 3, scene 1 from Much Ado About Nothing)",1788-1789,2003,"Peters, Reverend Matthew William",,,,Reverend
"Portfolio cover for the series ""Woodpecker Prints Collection(Kitsutsuki hangashu)"" Collection of Prints by the Kitsutsuki Group",1943,1989,Nakagawa Yûtaro,,,,Nakagawa
Album,1979,1979,"Jones, Allen",,99,M,Allen
Album,1979,1979,"Jones, Allen",,99,M,Allen
Album,1979,1979,"Jones, Allen",,99,M,Allen
Album,1979,1979,"Jones, Allen",,99,M,Allen
Album,1979,1979,"Jones, Allen",,99,M,Allen
Album,1979,1979,"Jones, Allen",,99,M,Allen
Album,1979,1979,"Jones, Allen",,99,M,Allen
Marriage Cup,1760,1934,"Steinfort, Johan",,100,M,Johan
Deux Tetes,1959,2003,"Appel, Karel",,66,F,Karel
Devil Angel,1988,2013,"Ruscha, Edward",,100,M,Edward
Untitled,1973,2003,Cufone,,,,Cufone
Art,2002,2003,"Rauch, Neo",,100,M,Neo
The Garden of Adonis - Amoretta and Time,1887,2003,"Batten, John D.",,100,M,John
"Courtyard of House for Margarete Hubbe, Magdeburg, Germany",1935,2003,"Mies van der Rohe, Ludwig",,100,M,Ludwig
Swing Set,2003,2003,"Holstad, Christian",,96,M,Christian
Sleep Walker,2003,2003,"Holstad, Christian",,96,M,Christian
Round Up,2003,2003,"Holstad, Christian",,96,M,Christian
New Trial Eyes,2003,2003,"Holstad, Christian",,96,M,Christian
An Inner Dialogue with Frida Kahlo (Gift2),2001,2003,"Morimura, Yasumasa",,,,Yasumasa
Untitled (Web 4),2002,2003,"Celmins, Vija",,,,Vija
Portrait of John Caldwell,1993,2003,"Hafftka, Michael",,100,M,Michael
Teete,2003,2003,"Abts, Tomma",,100,F,Tomma
Self-Portrait as an Old Man,1993,2003,"Althamer, Paweł",,,,Paweł
The Lucky Ones,2002,2003,"Borremans, Michaël",,,,Michaël
Study for Driftwood,2003,2003,"Doig, Peter",,100,M,Peter
Half Empty/Half Full,2002,2003,Koichiro Yamamoto,,,,Koichiro
Silex vase, 1905,2003,"Serrurier-Bovy, Gustave",,100,M,Gustave
Bon Coin,1928-1929,2003,"Davis, Stuart",,100,M,Stuart
Schwarzer Kreis (Black Circle),1933,2003,"Albers, Josef",,100,M,Josef
"""Confirmation"" note with envelope",1965,2003,"Byars, James L.",,100,M,James
"""Thank You"" note with envelope",1965,2003,"Byars, James L.",,100,M,James
Photograph of installation of hand-blown and mirrored glass vessels,2002,2003,"Prekop, Martin",,100,M,Martin
"Platter, ""Zodiac""",manufactured 1934-1961,2003,"Guild, Lurelle",,,,Lurelle
Homage to the Square: Wide Light,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Thaw,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Tenuous,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Equivocal,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Patina,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Full,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Shielded,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Aura,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Reserved,1962,1980,"Albers, Josef",,100,M,Josef
Homage to the Square: Joy,1962,1980,"Albers, Josef",,100,M,Josef
Platter,1960,1995,"Voulkos, Peter",,100,M,Peter
Platter, 1988,2003,"Kaneko, Jun",,93,M,Jun
Bowl,late 1980s,2003,"Price, Ken",,100,M,Ken
Bowl,late 1980s,2003,"Price, Ken",,100,M,Ken
Screen,1993,2004,"Campana, Fernando",,100,M,Fernando
Screen,1993,2004,"Campana, Humberto",,100,M,Humberto
Travels on the Tokaido Road on Shank's Mare (Tokaido-chu hizakurige),1845,1989,Ikku Jippensha,,,,Ikku
Travels on the Tokaido Road on Shank's Mare (Tokaido-chu hizakurige),1845,1989,Ikeda Eisen,,,,Ikeda
Tales of Ise (Ise monogatari),1715,1989,Shibukawa (Seiemon),,,,Shibukawa
Tales of Ise (Ise monogatari),1715,1989,Yasui (Kahei),,,,Yasui
One Hundred Poets - Their Pictures and Histories (Hyakunin isshu-zo sancho),1678,1989,Moronobu Hishikawa,,,,Moronobu
Dessan Magazine.  Rough Sketches (Sobyo),January 1926-June 1927,1989,Asahi Masahide,,100,M,Asahi
Stage Actors Illustrated in Fan Borders (Ehon butai ogi),1915-1916,1989,Kubota  Beisen,,,,Kubota
Views of the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran),1915-1918,1989,Kubota  Beisen,,,,Kubota
Landscapes of Japan (Nihon no sansui),1946,1989,Maekawa Senpan,,,,Maekawa
Landscapes of Japan (Nihon no sansui),1946,1989,Yamaguchi Susumu,,,,Yamaguchi
Landscapes of Japan (Nihon no sansui),1946,1989,Azechi Umetaro,,,,Azechi
Landscapes of Japan (Nihon no sansui),1946,1989,Fugaku Honsha,,,,Fugaku
Bookplate Collection (Zoshu hyo), 1949-1950,1989,Maekawa Senpan,,,,Maekawa
Untitled card books,1943-1953,1989,Maekawa Senpan,,,,Maekawa
Calendar for 1976,1975-1976,1989,"Moore, Keiko Hiratsuka",,100,F,Keiko
Illustrated Book of Chapter 25 of the Lotus Sutra,1670,1989,"Urukugataya, Edo",,,,Edo
The House I Once Called Home,2002,2003,"Michals, Duane",,99,M,Duane
Christ in New York,1981,2003,"Michals, Duane",,99,M,Duane
Alice's Mirror,1974,2003,"Michals, Duane",,99,M,Duane
A Man Going to Heaven,1967,2003,"Michals, Duane",,99,M,Duane
Three Views of Truffaut,1981,2003,"Michals, Duane",,99,M,Duane
Ludmilla Tchérina,1964,2003,"Michals, Duane",,99,M,Duane
Willem de Kooning,1985,2003,"Michals, Duane",,99,M,Duane
Untitled (Nets),2002,2003,"Whiteread, Rachel",,100,F,Rachel
"Historical Renaissance, Mirrored and Reflected (Undecorated)",2003,2003,"McElheny, Josiah",,100,M,Josiah
Lickety,2002,2003,"Butterly, Kathy",,100,F,Kathy
Trip,2002,2003,"Butterly, Kathy",,100,F,Kathy
Untitled 3,2002,2003,Chun Liao,,100,M,Chun
"Untitled, January 20, 1990",1990,2003,"Richter, Gerhard",,100,M,Gerhard
(no title) from the September Suite,1977,2003,"Buckley, Stephen",,100,M,Stephen
(Untitled),1981,2003,"Hoyland, John",,100,M,John
Tall case clock, 1790,2003,"Hoff, George",,99,M,George
