title,creation_date,date_acquired,cited_name,party_type,ratio,gender,usable_name
Old Woman, 1790,1956,"Viva, Angelo",,99,M,Angelo
Ox, 1710,1956,"Di Nardo, Francesco",,100,M,Francesco
Old Woman , 1770,1956,"Somma, Nicola",,67,F,Nicola
Egg vendor, 1740,1956,"Bottiglieri, Matteo",,100,M,Matteo
Samaritan , 1760,1956,"Cappiello, F.",,,,F.
Sleeping Shepherd , 1780,1956,"Polildoro, Giovanni B.",,99,M,Giovanni
Fisherman, 1700,1956,"Vaccaro, Lorenzo",,99,M,Lorenzo
Innkeeper, 1720,1956,"Vaccaro, Domenico A.",,100,M,Domenico
"Mendicant, with Boy", 1750,1956,"Sanmartino, Giuseppe",,100,M,Giuseppe
Donkey , 1780,1956,"Gallo, Francesco",,100,M,Francesco
Goat , 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Lamb , 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Ram , 1760,1956,"Vassallo, Saverio",,100,M,Saverio
Sheep , 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Buffalo , 1800,1956,"Ingaldi, Nicola",,67,F,Nicola
Sheep , 1780,1956,"Sarno, Giuseppe",,100,M,Giuseppe
Ewe , 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Calf , 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Cow , 1760,1956,"Vassallo, Saverio",,100,M,Saverio
Dog , 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Dog , 1810,1956,"Ingaldi, Raffaele",,100,M,Raffaele
"Dog, Hunting ", 1790,1956,"Schettino, Tommaso",,100,M,Tommaso
Temple Ruin ,20th century,1956,"Catello, Eugenio",,100,M,Eugenio
Partial Façade of Building with Fountain, 1830,1956,"Scotto, M.",,,,M.
Partial House , 1830,1956,"Scotto, M.",,,,M.
The Marriage of Mopsus and Nisa,1570,1956,"Bruegel, Pieter, I",,,,I
The Marriage of Mopsus and Nisa,1570,1956,"Heyden, Pieter van der",,100,M,Pieter
Family Group, 1954-1955,1956,"Teichman, Sabina",,100,F,Sabina
Nuns by the Sea,1954,1956,"Getz, Ilse",,100,F,Ilse
Young Man with Books,1955,1956,"Jules, Mervin",,100,M,Mervin
Four Benedictine Saints, last half of the 18th century,1956,"Tiepolo, Giovanni D.",,99,M,Giovanni
Three Women Presenting to Cleopatra the Gifts of Marc Anthony, 1750,1956,"Tiepolo, Giovanni D.",,99,M,Giovanni
Three Women Presenting to Cleopatra the Gifts of Marc Anthony, 1750,1956,"Tiepolo, Giovanni B.",,99,M,Giovanni
Tarquin and Lucretia, 1750,1956,"Tiepolo, Giovanni D.",,99,M,Giovanni
Tarquin and Lucretia, 1750,1956,"Tiepolo, Giovanni B.",,99,M,Giovanni
Le Rêve du Centurion,1926,1957,"Bauchant, André",,,,André
Still Life with Oysters,1943,1957,"Blatas, Arbit",,,,Arbit
Tureen,19th century,1957,"English, Spode or Rockingham",,,,Spode
Cafe Scene, 1906,1957,"Pascin, Jules",,67,M,Jules
Woman in Kitchen,1928,1957,"Gromaire, Marcel",,94,M,Marcel
Woman with Hat,no date,1957,"Modigliani, Amedeo",,100,M,Amedeo
Ane et Charrette,1955,1957,"Dubuffet, Jean",,90,F,Jean
Four Drawings in One Frame,,1957,"Kirchner, Ernst L.",,100,M,Ernst
Claude,c.1948-1950,1957,"Gilot, Françoise",,,,Françoise
River Rouge Industrial Plant,1928,1957,"Sheeler, Charles",,100,M,Charles
The Black Parasol (Gabrielle), 1904,1957,"Maurer, Alfred H.",,99,M,Alfred
Bunker's Hill and Cupid's Tower,1776,1957,"Darly, Mary",,100,F,Mary
Bunker's Hill and Cupid's Tower,1776,1957,"Darly, Matthew",,100,M,Matthew
Cupid's Tower,1776,1957,"Darly, Matthew",,100,M,Matthew
Head of Gertrude Stein,,1957,"Tal-Coat, Pierre",,100,M,Pierre
Head of Woman,1922,1957,"Schmidt-Rotluff, Karl",,99,M,Karl
Constellation,1956,1957,"Arp, Jean",,90,F,Jean
Portrait of Alphonse Hirsch,1875,1957,"Degas, Hilaire-Germain-Edgar",,,,Hilaire-Germain-Edgar
The Descent into Limbo,late 1460s,1957,"Mantegna, Andrea",,99,F,Andrea
La Fiancee Heliotropique,,1957,"Brauner, Victor",,100,M,Victor
Composition II,,1957,"Poliakoff, Serge",,100,M,Serge
Nagasaki,not dated,1957,Sugaï Kumi,,,,Sugaï
"He Bien! Tant pis!...Nous plaiderons...J'aime mieux ça!!... (Good! Nevermind!... We will plead... I prefer that anyway!!..."")",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Vous raisonnez comme une canne! - Et vous comme une betterave! (You talk like a cane! - And you like a beetroot!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Douze ans et demi et trois premiers prix. Heureux Parents! (Twelve and a half years old and three first prizes. Happy Parents!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Le vieux pècheur (Old Fisherman),1839-1843,1957,"Daumier, Honoré",,,,Honoré
C'est son pauvr' chat qu'est mort... (Her poor cat died...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Que diable Monsieur ne bougez donc pas les mains vous perdez la pose. (For heaven's sake, Monsieur, don't move your hands or you'll lose the pose!)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Auteurs dramatiques... (Authors of Dramas),1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Mr. Frémouillot je vous y prends, vous connaissez le double-blanc... (Mr. Frémouillot I caught you, you know the ""Double Blanc"" trick...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"2000 fr...sans écurie ni remise, ça ne me convient pas!... (2000 FR.. without stables or coach-house, that's not for me....)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Eh bien! vous voilà Capitaine de la Garde Nationale!... Mon Dieu, oui! je suis né coiffé (Wonderful! You have become Captain of the National Guard! - Goodness yes!  I was born with a caul...),",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Eh bien malin! comment le trouvez vous celui là!   Oui, oui, mais enfin   Oui...... oui ..... oui! ( How very tricky! How do you like this one?!   ...Yes,  yes, well - yes.... yes... yes!)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Vous êtes un jeune homme bien ne!... (You are a young man from a good family!...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Oui Monsieur vous n'êtes pas de Paris on voit ça et je vous en préviens!... (I can see Monsieur that you are not from Paris. Let me warn you:...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Il est charmant je vous dis: mais ça m'a couté bien du mal à élever... (He is charming, I tell you, but it was so difficult to educate him...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Souvenirs (Memories),1839-1843,1957,"Daumier, Honoré",,,,Honoré
L'Instituteur: Votre fils me fera honneur!... c'est un joli sujet !!! (School teacher: your son will make me proud! He is a good fellow.),1840,1957,"Daumier, Honoré",,,,Honoré
Regrets,1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Oui, Monsieur, votre air respectable m'enhardit... (Yes, sir, your respectable look makes me grow bolder...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Oh!.. absolument comme si on y était; la grande ôte son corset, et la petite cherche une puce. (Oh! It is absolutely as if we were there: the tall one has her corset open and the short one is looking for a flea!)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Un Échantillon de ce qu'on appèle... quelquefois les Beaux de Paris. (A Sample of what one calls occasionally the ""Beautiful People"" of Paris.)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Désagrément de causer avec les gens qui ont la manie de mettre le récit en action. (Inconvenience caused by talking with people who feel the need of demonstrating their story.),1839-1843,1957,"Daumier, Honoré",,,,Honoré
B'en parlez pas j'suis enrubé du cerbeaux que je nbois pas clair ma chère !. (Let's dot talk about it my dear... I've got such a dasty co'd in de head dat I cad hardly see!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Mon Dieu ! mame Bombec, qué que vous avez donc attrapé? (My God! Madame Bombec, what happened to you?)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Tout est paye?  Nous n'avons fait sottise a personne!!... Salut.  (Everything is paid for?  And we didn't insult anyone!!!... Bye.),1839-1843,1957,"Daumier, Honoré",,,,Honoré
On flaire la marchandise... avant de la mecaniser!... (You sniff the merchandise... before bying it!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Aureriez-vous de l'huile de Cotterets!.... (Do you have Cotterets oil!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Ça vous coiffe comme un gant! (It fits you like a glove!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Un coup de feu! (A Fine Shot!,1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Fait-elle ses embarras c'te chipie du cintième, En chapeau! et deux tasses pour un sou de lait!. (What a fuss this sour-puss from the fifth floor is making! Wearing a hat just to buy two cups of milk for one sou! )",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Vous sentez bien, mon cher Monsieur, ce que je vous dis là? (Surely, Monsieur, You Will Understand What I Am Saying)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
L'Odorant. (Smell.),1838-1843,1957,"Daumier, Honoré",,,,Honoré
La Vue. (Sight.),1838-1843,1957,"Daumier, Honoré",,,,Honoré
...Pas Fameux? N'est pas!! (Nothing Special? Right!!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Le Goût / Fichtre! je ne m'étonne pas si gaillard-là a de l'esprit et il m'appelle vieille bête!  donne m'en comme çà tous les matins animal, et j'en aurai aussi de l'esprit!.. (Taste / Wow! I am no longer surprised that the lively fellow there has spirit and he calls me an old beast! Give me one of those every morning, animal, and I would also become full of spirit!...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"L'Ouïe.  Nini, reveille-toi donc! - v'la une heure que je t'appelle et elle me dit: oui Adolphe! je ne m'appelle pourtant pas Adolphe!.. ni le petit non plus. (Hearing: Nini, wake up! - I have been calling her for an hour and she replies: yes Adolphe! I am not named Adolphe!... and neither is the baby.),",1838-1843,1957,"Daumier, Honoré",,,,Honoré
Le Toucher. (Touch.),1838-1843,1957,"Daumier, Honoré",,,,Honoré
"Voila! t'es devenu rentier, moi médecin, lui est devenu Lion... (Here We are: You Live on Your Private Means, I am a Doctor, and He is a Lion...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Epicier citoyen, guerrier pur et sans tache, Une fois caporal il porta la moustache; Rêva dans l'avenir la graine d'épinards. Et fut depuis ce temps, la terreur des moutards. (There was an old corporal, retired ...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Je suis le plus grand ennemi des factions... (I am the greatest opponent of sentry duty...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Garçon, qu'est-ce que c'est que ça?... (Waiter, what is this?...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Soyez tranquille,bourgeois... (Take it easy, mister..)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Faut de la prudence père Balivot, vot petite a seize ans... (Be careful father Balivot, your little daughter is only sixteen...)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Vous savez bien l'éponge que vous disiez que je l'avais perdue... ((You know that sponge that you told me I had lost...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Vieux Scélérat!! (Old Rascal!!),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Tu m'embêtes mon épouse!.... (You are annoying me my dear!...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Domino!!,1839-1843,1957,"Daumier, Honoré",,,,Honoré
"Tiens vous v'là, qué que vous avez donc là? - M'en parlez pas; nous avons du monde et je viens de faire mon marché. (Oh, here you are, what do you have there? - Let's not talk about it.... we are having guests, and I just did my shopping.)",1839-1843,1957,"Daumier, Honoré",,,,Honoré
Voilà!...Un fameux temps pour les pétit pois...(Great Times for Small Fry!...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Intérieur d'un omnibus: Entre un homme ivre et un charcutier (Interior of an Omnibus:  Between a Drunk Man and a Butcher),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Il y'a pourtant des gens qui ressemblent à ça?...N'est-ce pas M. Durandet...  (There really are people who look like this?  Right Monsieur Durandet...),1839-1843,1957,"Daumier, Honoré",,,,Honoré
Pink Leaf,1956,1957,"Nevelson, Louise",,100,F,Louise
Landscape,,1957,"Weiss, José",,,,José
Woodland Path,1868,1957,"Hetzel, George",,99,M,George
The Studio,1951,1957,"Giacometti, Alberto",,99,M,Alberto
Open Door on the Garden,1944,1957,"Singier, Gustave",,100,M,Gustave
Euntes in Emaus [The Walk to Emmaus], 1555,1957,"Bruegel, Pieter, I",,,,I
Ale Porte del Dolo, 1744,1957,"Canal, Giovanni Antonio",,99,M,Giovanni
"The Rest on the Flight into Egypt, with Dancing Angels",1509,1957,"Cranach, Lucas, the elder",,,,the
Hon. Frederick Sylvester Douglas,1815,1957,"Ingres, Jean A.",,90,F,Jean
Lighthouse, 1912,1957,"Kirchner, Ernst L.",,100,M,Ernst
The Bridge from Race Street,1939,1957,"Spruance, Benton M.",,100,M,Benton
Festival, 1942-1957,1957,Izumi Shigeru,,100,F,Izumi
Bulldog Edition,1932,1957,"Spruance, Benton M.",,100,M,Benton
Fighting Cock, 1942-1957,1957,Izumi Shigeru,,100,F,Izumi
Cat and Busybody,1933,1957,"Spruance, Benton M.",,100,M,Benton
Indian, 1942-1957,1957,Izumi Shigeru,,100,F,Izumi
Centaur III - Apotheosis,1954,1957,"Spruance, Benton M.",,100,M,Benton
Serenade, 1942-1957,1957,Izumi Shigeru,,100,F,Izumi
Changing City,1934,1957,"Spruance, Benton M.",,100,M,Benton
Abnormal Boy,1956,1957,Kobashi Yasuhide,,,,Kobashi
Citizen,1952,1957,"Spruance, Benton M.",,100,M,Benton
Fortune Teller,1957,1957,Kobashi Yasuhide,,,,Kobashi
Death of the Minotaur,1953,1957,"Spruance, Benton M.",,100,M,Benton
Owl,not dated,1957,Kobashi Yasuhide,,,,Kobashi
Dream of Love,1947,1957,"Spruance, Benton M.",,100,M,Benton
A Table at Night,1956,1957,Kobashi Yasuhide,,,,Kobashi
Ecclesiastes-Essay IV,1946,1957,"Spruance, Benton M.",,100,M,Benton
Tornado,,1957,Kobashi Yasuhide,,,,Kobashi
End of Waiting,1944,1957,"Spruance, Benton M.",,100,M,Benton
Adolescent,1948,1957,"Spruance, Benton M.",,100,M,Benton
End Sweep,1934,1957,"Spruance, Benton M.",,100,M,Benton
Hawk Woman (Taka no onna),1957,1957,Munakata Shikô,,,,Munakata
The Epiphany-Gifts from the Kings,1941,1957,"Spruance, Benton M.",,100,M,Benton
Spring in Full Bloom,1956,1957,Munakata Shikô,,,,Munakata
Eternal Jacob,1952,1957,"Spruance, Benton M.",,100,M,Benton
Untitled,1957,1957,Munakata Shikô,,,,Munakata
Eyes for the Night,1948,1957,"Spruance, Benton M.",,100,M,Benton
Untitled,1957,1957,Munakata Shikô,,,,Munakata
Farewell in the Dawn,1942,1957,"Spruance, Benton M.",,100,M,Benton
Fathers and Sons,1943,1957,"Spruance, Benton M.",,100,M,Benton
Yobashi,1957,1957,Munakata Shikô,,,,Munakata
Forward Pass,1944,1957,"Spruance, Benton M.",,100,M,Benton
Garden of Eden,1932,1957,"Spruance, Benton M.",,100,M,Benton
"Girl with Hands to Face, 1940",1940,1957,"Spruance, Benton M.",,100,M,Benton
"American Pattern, Barn",1940,1957,"Spruance, Benton M.",,100,M,Benton
Girl with Pigtails,1939,1957,"Spruance, Benton M.",,100,M,Benton
Harps Once Played,1935,1957,"Spruance, Benton M.",,100,M,Benton
Havoc in Heaven,1948,1957,"Spruance, Benton M.",,100,M,Benton
Horses and Approaching Storm,1930,1957,"Spruance, Benton M.",,100,M,Benton
Jean in a Seminole Blouse,1948,1957,"Spruance, Benton M.",,100,M,Benton
Lamentation,1941,1957,"Spruance, Benton M.",,100,M,Benton
Late Departure,1933,1957,"Spruance, Benton M.",,100,M,Benton
Dead Little Bird,1945,1957,"Spruance, Benton M.",,100,M,Benton
Lot's Wife,1948,1957,"Spruance, Benton M.",,100,M,Benton
MacBeth Act V,1937,1957,"Spruance, Benton M.",,100,M,Benton
"Composition, 1941",1941,1957,"Arp, Jean",,90,F,Jean
Approach to the Station,1932,1957,"Spruance, Benton M.",,100,M,Benton
Memorial-To a Dead Child,1948,1957,"Spruance, Benton M.",,100,M,Benton
Middle Germantown,1934,1957,"Spruance, Benton M.",,100,M,Benton
Night in Eden,1947,1957,"Spruance, Benton M.",,100,M,Benton
No Home for a Bird,1948,1957,"Spruance, Benton M.",,100,M,Benton
Old Wall of Florence,1928,1957,"Spruance, Benton M.",,100,M,Benton
Opening Note,1941,1957,"Spruance, Benton M.",,100,M,Benton
Pass to the Flat,1939,1957,"Spruance, Benton M.",,100,M,Benton
The People Play—Spring,1939,1957,"Spruance, Benton M.",,100,M,Benton
The People Play-Summer,1944,1957,"Spruance, Benton M.",,100,M,Benton
The People Work-Noon,1937,1957,"Spruance, Benton M.",,100,M,Benton
April Wet,1931,1957,"Spruance, Benton M.",,100,M,Benton
Philatelists,1935,1957,"Spruance, Benton M.",,100,M,Benton
Plans for the Future,1939,1957,"Spruance, Benton M.",,100,M,Benton
Portrait at Dusk,1939,1957,"Spruance, Benton M.",,100,M,Benton
Portrait of Betty Schnabel,1929,1957,"Spruance, Benton M.",,100,M,Benton
Prometheus,1953,1957,"Spruance, Benton M.",,100,M,Benton
"Riders of the Apocalypse, 1943",1943,1957,"Spruance, Benton M.",,100,M,Benton
Ridge Valley Churches,1944,1957,"Spruance, Benton M.",,100,M,Benton
Road From the Shore,1936,1957,"Spruance, Benton M.",,100,M,Benton
Schuylkill Bridges,1934,1957,"Spruance, Benton M.",,100,M,Benton
Shells of the Living,1933,1957,"Spruance, Benton M.",,100,M,Benton
Greenfield Hill,1932,1957,"Rosenberg, Samuel",,100,M,Samuel
Arrangement for Drums,1941,1957,"Spruance, Benton M.",,100,M,Benton
Soliloquy,1949,1957,"Spruance, Benton M.",,100,M,Benton
The Somnambulist,1948,1957,"Spruance, Benton M.",,100,M,Benton
Sonia and Her Cello,1944,1957,"Spruance, Benton M.",,100,M,Benton
Souvenir of Lidice,1942,1957,"Spruance, Benton M.",,100,M,Benton
Space Mask,1952,1957,"Spruance, Benton M.",,100,M,Benton
"Spinner Play, 1934",1934,1957,"Spruance, Benton M.",,100,M,Benton
The 30's Windshield,1939,1957,"Spruance, Benton M.",,100,M,Benton
Thornbush,1955,1957,"Spruance, Benton M.",,100,M,Benton
Traffic Control,1936,1957,"Spruance, Benton M.",,100,M,Benton
Tulpehocken Road,1944,1957,"Spruance, Benton M.",,100,M,Benton
"The Artist as Model, 1942",1942,1957,"Spruance, Benton M.",,100,M,Benton
Steamboat on the Ohio, 1896,1957,"Anshutz, Thomas Pollock",,100,M,Thomas
Untitled,1955,1957,"Spruance, Benton M.",,100,M,Benton
Water Jar,1955,1957,"Spruance, Benton M.",,100,M,Benton
When I Laid the Earth's Foundation,1951,1957,"Spruance, Benton M.",,100,M,Benton
A Wind is Rising and the Rivers Flow,1945,1957,"Spruance, Benton M.",,100,M,Benton
World of One's Own,1948,1957,"Spruance, Benton M.",,100,M,Benton
Young Lincoln,1940,1957,"Spruance, Benton M.",,100,M,Benton
Majorette,1951,1957,"Spruance, Benton M.",,100,M,Benton
The Word to Job,1951,1957,"Spruance, Benton M.",,100,M,Benton
Hawley Valley, 1883,1957,"Blakelock, Ralph Albert",,100,M,Ralph
Asylum,1948,1957,"Spruance, Benton M.",,100,M,Benton
The Balance,1941,1957,"Spruance, Benton M.",,100,M,Benton
Behold the Man,1947,1957,"Spruance, Benton M.",,100,M,Benton
The Eight Categories of Fate,1953-1954,1957,"Wiegand, Charmion",,100,F,Charmion
Cylinder-top desk, 1785,1957,"Roentgen, David",,100,M,David
Ragora (Rahula),1939,1957,Munakata Shikô,,,,Munakata
Fugen Bosatsu (Bodhisattva Samantabhadra),"after 1945, before 1957",1957,Munakata Shikô,,,,Munakata
Monju Bosatsu (Bodhisattva Manjusri),"after 1945, before 1957",1957,Munakata Shikô,,,,Munakata
Mokkenren (Maudgalyayana),1939,1957,Munakata Shikô,,,,Munakata
Kasenen (Katyayana),1939,1957,Munakata Shikô,,,,Munakata
Ubari (Upali),1939,1957,Munakata Shikô,,,,Munakata
Furuna (Purnamaitrayaniputra),1939,1957,Munakata Shikô,,,,Munakata
Ananda (Ananda),1939,1957,Munakata Shikô,,,,Munakata
Anaritsu (Aniruddha),1939,1957,Munakata Shikô,,,,Munakata
Shûbodai (Subhuti),1939,1957,Munakata Shikô,,,,Munakata
Makakayô (Mahakasyapa),1939,1957,Munakata Shikô,,,,Munakata
Sharihotsu (Sariputra),1939,1957,Munakata Shikô,,,,Munakata
Child at Play,1931,1957,"Gromaire, Marcel",,94,M,Marcel
Garden Wall,1956,1957,"Dubuffet, Jean",,90,F,Jean
Witchcraft Scene,early 18th century,1957,Pseudo Bocchi,,,,Pseudo
Untitled,1955,1957,"Lardera, Berto",,,,Berto
Untitled,1955,1957,"Lardera, Berto",,,,Berto
Head,1929,1957,"Maurer, Alfred H.",,99,M,Alfred
Structure,1945,1957,"Noguchi, Isamu",,100,M,Isamu
Combustion T. No. 8,1954?,1957,"Burri, Alberto",,99,M,Alberto
Doorway,1955,1957,"Dubuffet, Jean",,90,F,Jean
Fall Landscape,,1957,"Abrams, Ruth D.",,100,F,Ruth
The Distressed Poet,1736,1957,"Hogarth, William",,100,M,William
"A Harlot's Progress, Plate 1",1732,1957,"Hogarth, William",,100,M,William
"A Harlot's Progress, Plate 2",1732,1957,"Hogarth, William",,100,M,William
"A Harlot's Progress, Plate 3",1732,1957,"Hogarth, William",,100,M,William
"A Harlot's Progress, Plate 4",1732,1957,"Hogarth, William",,100,M,William
"A Harlot's Progress, Plate 5",1732,1957,"Hogarth, William",,100,M,William
"A Harlot's Progress, Plate 6",1732,1957,"Hogarth, William",,100,M,William
Southwark Fair,1733,1957,"Hogarth, William",,100,M,William
Martedì Grasso (Fat Tuesday),1956,1957,"Burri, Alberto",,99,M,Alberto
Dr. John Brashear,,1957,"Boyer, Louise M.",,100,F,Louise
The Last Supper,1523,1957,"Dürer, Albrecht",,,,Albrecht
The Last Edition, 1896,1957,"Brown, John George",,100,M,John
Moses Meeting His Wife and Sons, 1791,1957,"Artaud, William",,100,M,William
Landscape with Figures,1866,1957,"Wall, Alfred S.",,99,M,Alfred
"From Heldenbuch (Strassburg, 1483)",15th century,1957,"Pruss, Johann",,94,M,Johann
A Bridge in the Moor,1957,1958,"Geiss-Osby, Larissa",,100,F,Larissa
Composition,,1958,"Lieb, Leonard",,100,M,Leonard
Synonymity,,1958,"Maier, Joann",,100,F,Joann
Strong is the Light,1958,1958,"Paul, Josephine",,100,F,Josephine
Forsythia,1951,1958,"Voelker, Elizabeth",,100,F,Elizabeth
Composition,1955,1958,"Falkenstein, Claire",,100,F,Claire
"Collage, 1947",1947,1958,"Schwitters, Kurt",,100,M,Kurt
New England Stove,1948,1958,"Kienbusch, William A.",,100,M,William
Écuelle, 1730,1958,"Stadler, Johann E.",,94,M,Johann
Teapot,1722,1958,"Seuter, Bartholomaus",,,,Bartholomaus
"Robert Colt of Auldhame, M.P., and his wife Grizel", 1785-1795,1958,"Raeburn, Henry",,100,M,Henry
Tarquin and Lucretia, 1600,1958,"Gerhard, Hubert",,100,M,Hubert
Teapot,1792-1793,1958,"Urquhart, Duncan",,100,M,Duncan
Teapot,1792-1793,1958,"Hart, Napthali",,,,Napthali
Painting,1957,1958,"Mathieu, Georges",,100,M,Georges
"Study for ""Synchromy in Green""", 1912-1913,1958,"Russell, Morgan",,85,F,Morgan
Holiday, 1940,1958,"Libby, William C.",,100,M,William
Lanterns, 1940,1958,"Libby, William C.",,100,M,William
Advance on Jerusalem,1920,1958,"McBey, James",,100,M,James
Loading Seaweed,1924,1958,"Blampied, Edmund",,100,M,Edmund
Untitled (No. 3 - 1956),1957,1957,"Stout, Myron S.",,99,M,Myron
Entrance to the Terrace of Windsor Castle,1795-1805,1958,"West, Benjamin",,100,M,Benjamin
The Sages of Greece, 1790-1800,1958,"West, Benjamin",,100,M,Benjamin
Landscape Near Windsor, 1795,1958,"West, Benjamin",,100,M,Benjamin
Scene at Chevening in Kent, 1795,1958,"West, Benjamin",,100,M,Benjamin
View of Windsor Castle on the Road From Datchet, 1795,1958,"West, Benjamin",,100,M,Benjamin
View of Stirling,1827,1958,"Wilkie, David",,100,M,David
Sculpture 6/58,,1958,"Cimiotti, Emil",,99,M,Emil
"Tarrasa, XII",1957,1958,"Yunkers, Adja",,100,F,Adja
Untitled,1957,1958,"Dewasne, Jean",,90,F,Jean
Composition,,1958,"Miró, Joan",,97,F,Joan
Construction Blue and Black, 1952,1958,"de Rivera, José",,,,José
Grey Antique,1958,1958,"Kline, Franz",,100,M,Franz
Head,1957,1958,"Paolozzi, Eduardo L.",,99,M,Eduardo
Picture of a Beloved American Child (Amerikajin Kodomo Choai No Zu),c.1860,1958,Yoshitoyo,,,,Yoshitoyo
American Man and Woman,1860,1958,Yoshitora Utagawa,,,,Yoshitora
Among the People of All Nations: Americans,1861,1958,Kuniaki II,,,,Kuniaki
Picture of a Procession of Foreigners at Yokohama,1861,1958,Yoshikazu Utagawa,,,,Yoshikazu
The River Tsurumi at Kawasaki,,1958,Hiroshige III,,,,Hiroshige
Picture of Flourishing America (Amerika nigiwai no zu),1861,1958,Hiroshige III,,,,Hiroshige
Yellow into Black,1958,1958,"Francis, Sam",,98,M,Sam
Méandre,no date,1958,"Vasarely, Victor",,100,M,Victor
St. Augustine in His Study, 15th century,1958,"Berruguete, Pedro de",,100,M,Pedro
Aizean (In the Wind),1958,1958,"Chillida, Eduardo",,99,M,Eduardo
Growing,1957,1958,"Pomodoro, Giò",,,,Giò
Fragment of Hesiod,"1930, cast 1955",1958,"Braque, Georges",,100,M,Georges
Cut Slate,1958,1958,"Ubac, Raoul",,100,M,Raoul
Composition in Black,1957,1958,"Canogar, Rafael G.",,100,M,Rafael
Orange Field,1958,1958,"Hartigan, Grace",,100,F,Grace
Incredible Energy,1957,1958,"Jorn, Asger",,,,Asger
Lynmouth,1957,1958,"Lanyon, Peter",,100,M,Peter
Calamar III,1958,1958,"Platschek, Hans",,100,M,Hans
"President Lincoln, General Grant and Tad Lincoln at a Railroad Station",1865,1958,"Homer, Winslow",,77,M,Winslow
United States Treasury, 1862-1863,1958,"Blythe, David G.",,100,M,David
Abraham Lincoln Writing the Emancipation Proclamation,1863,1958,"Blythe, David G.",,100,M,David
The Higher Law,1861,1958,"Blythe, David G.",,100,M,David
Plant,1957,1958,"Kelly, Ellsworth",,100,M,Ellsworth
Mask,1947,1958,"Jacobsen, Egill",,,,Egill
Le Roi de La Faim,,1958,"Jacobsen, Robert",,100,M,Robert
Le rossignol (The Nightingale),1955,1958,"Magritte, René",,,,René
Bridge, 1908,1958,"Stella, Joseph",,100,M,Joseph
Birth of the Rock,1958,1958,"Arp, Jean",,90,F,Jean
Self-Portrait,1923,1958,"Kokoschka, Oskar",,100,M,Oskar
Ivar von Lucken,1918,1958,"Kokoschka, Oskar",,100,M,Oskar
"The Actress, Maria Orska",1922,1958,"Kokoschka, Oskar",,100,M,Oskar
Kneeling Figure,,1958,"Maier, Joann",,100,F,Joann
Bird in Landscape,,1958,"Appel, Karel",,66,F,Karel
Skaters,,1958,"Nolde, Emil",,99,M,Emil
White Painting,1958,1958," Yoshihara, Jiro",,100,M,Jiro
Eiffel Tower No.4,1955,1958,"Congdon, William",,100,M,William
Aubade,1957,1958,"Kelly, Ellsworth",,100,M,Ellsworth
Homage to the Square: Vernal,1957,1958,"Albers, Josef",,100,M,Josef
Limbo,1958,1958,"Ronald, William",,100,M,William
