title,creation_date,date_acquired,cited_name,party_type
"Place Victor Hugo, Lisieux",1929,1943,"Rosenberg, Louis C.",
"Ponte Fabricio, Rome",1927,1943,"Rosenberg, Louis C.",
At St. Etienne, 1925-1935,1943,"Rosenberg, Louis C.",
"St. Etienne, Toulouse (Place St. Etienne and the Great Bricktower of 1444)",1925,1943,"Rosenberg, Louis C.",
Villefranche Sur Mer,1929,1943,"Rosenberg, Louis C.",
Vitre,,1943,"Rosenberg, Louis C.",
Abraham Lincoln: The Man,modelled 1884-1887 cast 1912,1943,"Saint-Gaudens, Augustus",
The Quartet, 1939,1944,"Weber, Max",
Young Hunter Hearing Call to Arms, 1939,1944,"Hartley, Marsden",
Hoeing,1943,1944,"Gwathmey, Robert",
A Hungarian-American Farm,1943,1944,"Albee, Grace Arnold",
Morning Exercises,1933,1944,"Bacon, Peggy",
Self-Portrait,,1944,"Castellon, Federico",
Spanish Landscape,,1944,"Castellon, Federico",
Malinche,,1944,"Charlot, Jean",
Maya Workers,,1944,"Charlot, Jean",
Mexican Interior,1933,1944,"Cook, Howard N.",
In the Shadow: War Invalid and Workers,1920-1921,1944,"Grosz, George",
Solitude,1931,1944,"Wengenroth, Stow",
Rainy Night,1939,1944,"Borne, Mortimer",
Baroque Carriage,,1943,"Brenson, Theodore",
Country Store,,1944,"Butler, Andrew R.",
Interior,1930,1944,"Huntley, Victoria E. H.",
Eve of the Green Corn Ceremony-Domingo Pueblo,1934,1944,"Kloss, Gene",
Victorian Carriage House,,1944,"Kupferman, Lawrence",
Pursuit of Pleasure, 1920-1929,1944,"Myers, Jerome",
Christ Walks on the Sea,1942,1944,"Pickhardt, Carl",
Fertility,1939,1944,"Reed, Doel",
Le Sacre Du Printemps III,1942-1943,1944,"Boyer, Helen K.",
Mexican Woman,,1944,"Coen, Eleanor",
New Year's Eve,,1944,"Greenwood, Marion",
The Village Depot,1943,1944,"Hobbs, Morris H.",
Three Trees and a Low Sky,1943,1944,"MacCoy, Guy",
Still Life with Flowers,,1944,"Nelson, George L.",
Toward a New Adventure - Don Quixote and Sancho Panza,,1994,"Sharp, William",
Auction,1942,1944,"Shokler, Harry",
"Castle Street, Boston",,1944,"Thal, Sam",
Charlotte Marie de Gasville,1785,1944,"Vestier, Antoine",
Virgin and Child,,1944,"Kent, Rockwell",
The Great Elm,1939-1941,1944,"Burchfield, Charles E.",
Fishermen's Cove,1943,1945,"Crane, Alan H.",
Cacophony,1944,1945,"Fuller, Sue",
Share-Cropper,1944,1945,"Gwathmey, Robert",
The Reading Lesson,1944,1945,"Irvin, Mary F.",
Nightmare,1942,1945,"Kent, Rockwell",
Passing By,1944,1945,"Kingman, Dong",
Turtle Dance at Sunrise,1944,1945,"Kloss, Gene",
Landscape,1928,1945,"Kuniyoshi, Yasuo",
Still Life No. 3,1943,1945,"Landon, Edward",
"Pixie, a Flying Squirrel",,1945,"Lathrop, Dorothy P.",
Loading,1931,1945,"Leighton, Clare",
Shadows Across the Road,1943,1945,"Lucioni, Luigi",
It is Evening,1943,1945,"MacCoy, Guy",
Borracho,,1945,"Moskowitz, Ira",
Snow Storm,,1945,"Moulton, Claxton B.",
"Harry, the Tailor",,1945,"Nalbandian, Karnig",
The Covered Bridge,,1945,"Neufeld, Woldemar",
Night Skating,,1945,"Pytlak, Leonard",
Woman in Red,1942-1943,1945,"Cikovsky, Nicolai",
Propagating House,,1945,"Pytlak, Leonard",
Pie Plant,,1945,"Readio, Wilfred A.",
Sleep,1932,1945,"Rivera, Diego",
Zapata,1932,1945,"Rivera, Diego",
Plane Spotter,1944,1945,"Shokler, Harry",
Zapata,1930,1945,"Siqueiros, David A.",
Rupestrian Africa, 1945,1945,"Troy, Adrian",
Summer Evening,1940-1941,1945,"Pittman, Hobson",
Battle Wagon U.S.S. Alabama,1943,1945,"Arms, John Taylor",
A Cavendish Common,1942,1945,"Arms, John Taylor",
The Story,1940,1945,"Barnet, Will",
Monastery Hill,,1945,"Boyer, Louise M.",
Festival,1936,1945,"Charlot, Jean",
Jacob and the Angel,1945,1946,"Mead, Roderick",
"Farmhouse, Vermont",,1946,"Menihan, John C.",
End of Waiting,1944,1946,"Spruance, Benton M.",
Nite Club,,1946,"Sway, Albert",
Kentucky Minstrel,,1946,"Tromka, Abram",
Adolescence,,1946,"Wilson, John W.",
"Nicolas de Netz, Bishop of Orleans", 1640-1650,1946,"Morin, Jean",
"Nicolas de Netz, Bishop of Orleans", 1640-1650,1946,"Champaigne, Philippe de",
Omer Talon, 1640-1650,1946,"Morin, Jean",
Omer Talon, 1640-1650,1946,"Champaigne, Philippe de",
"Philippe II, King of Spain", 1640-1650,1946,"Morin, Jean",
"Philippe II, King of Spain", 1640-1650,1946,Titian,
Antoine Barillon,1661,1946,"Nanteuil, Robert",
Basile Fouquet,1658,1946,"Nanteuil, Robert",
Le Cardinal Mazarin,1655,1946,"Nanteuil, Robert",
"Charles d'Orléans-Longueville, Comte de Dunois",1660,1946,"Nanteuil, Robert",
Charles-Maurice le Tellier,1663,1946,"Nanteuil, Robert",
Ferdinand de Neufville,1657,1946,"Nanteuil, Robert",
François de la Mothe le Vayer,1661,1946,"Nanteuil, Robert",
"Anne Sophie Herbert, Countess of Carnarvon", 1640-1650,1946,"Morin, Jean",
"Anne Sophie Herbert, Countess of Carnarvon", 1640-1650,1946,"Van Dyck, Anthony",
François Lotin de Charny,1657,1946,"Nanteuil, Robert",
"Frédéric-Maurice, Duc de Bouillon",1655,1946,"Nanteuil, Robert",
Gilles Ménage,1652,1946,"Nanteuil, Robert",
Guillaume de Lamoignon,1659,1946,"Nanteuil, Robert",
Hardouin de Beaumont de Perefixe,1663,1946,"Nanteuil, Robert",
"Jean-Baptiste Budes, Maréchal de Guebriant",1655-1656,1946,"Nanteuil, Robert",
Jean Chapelain,1655,1946,"Nanteuil, Robert",
Jean Dorieu,1660,1946,"Nanteuil, Robert",
Louis XIV,1664,1946,"Nanteuil, Robert",
Louis-François de la Baume de Suze,1656,1946,"Nanteuil, Robert",
Antoine Vitré, 1640-1650,1946,"Morin, Jean",
Antoine Vitré, 1640-1650,1946,"Champaigne, Philippe de",
Marquis de Castelnau,1658,1946,"Nanteuil, Robert",
Michel de Marolles,1657,1946,"Nanteuil, Robert",
Michel le Tellier,1661,1946,"Nanteuil, Robert",
Phillbert-Emmanuel de Beaumanoir de Lavardin,1660,1946,"Nanteuil, Robert",
Pierre de Maridat,1653,1946,"Nanteuil, Robert",
Hippolyte Feret,1669,1946,"Nanteuil, Robert",
Le Cardinal Guido Bentivoglio, 1640-1650,1946,"Morin, Jean",
Le Cardinal Guido Bentivoglio, 1640-1650,1946,"Van Dyck, Anthony",
"Charles de Valois, Duc d'Angouleme", 1640-1650,1946,"Morin, Jean",
"Charles de Valois, Duc d'Angouleme", 1640-1650,1946,"Champaigne, Philippe de",
François de Villemontée, 1640-1650,1946,"Morin, Jean",
François de Villemontée, 1640-1650,1946,"Champaigne, Philippe de",
"Henry II, King of France", 1640-1650,1946,"Morin, Jean",
"Henry II, King of France", 1640-1650,1946,"Clouet, François",
Jacques-Auguste de Thou, 1640-1650,1946,"Morin, Jean",
Jacques-Auguste de Thou, 1640-1650,1946,"Elle, Ferdinand",
Nicolas Chrystin, 1640-1650,1946,"Morin, Jean",
Nicolas Chrystin, 1640-1650,1946,"Van Dyck, Anthony",
Three Old Clowns,1945,1946,"Kopman, Benjamin",
Actors Studying their Parts,1945,1946,"Kopman, Benjamin",
Amateur Painters,1945,1946,"Kopman, Benjamin",
Doctor and Patient,1945,1946,"Kopman, Benjamin",
In the Art Gallery,1945,1946,"Kopman, Benjamin",
The Judge,1945,1946,"Kopman, Benjamin",
Old Scholar,1945,1946,"Kopman, Benjamin",
The Organist,1945,1946,"Kopman, Benjamin",
Self-Admiration,1945,1946,"Kopman, Benjamin",
Success,1945,1946,"Kopman, Benjamin",
Actors Studying their Parts,1945,1946,"Kopman, Benjamin",
Three Old Clowns,1945,1946,"Kopman, Benjamin",
Amateur Painters,1945,1946,"Kopman, Benjamin",
Doctor and Patient,1945,1946,"Kopman, Benjamin",
In the Art Gallery,1945,1946,"Kopman, Benjamin",
The Judge,1945,1946,"Kopman, Benjamin",
Old Scholar,1945,1946,"Kopman, Benjamin",
The Organist,1945,1946,"Kopman, Benjamin",
Self-Admiration,1945,1946,"Kopman, Benjamin",
Success,1945,1946,"Kopman, Benjamin",
George Bernard Shaw,1931,1946,"Tittle, Walter",
Cathedral of St. John the Divine,1929 - 1930,1946,"Tittle, Walter",
G.K. Chesterton,1922,1946,"Tittle, Walter",
"Grand Central, Night",1929,1946,"Tittle, Walter",
Guiliano de Medici after Verrocchio,1932,1946,"Tittle, Walter",
James McBey,,1946,"Tittle, Walter",
Jean Louis Forain,,1946,"Tittle, Walter",
"Joseph Conrad, Seated",1923 - 1924,1946,"Tittle, Walter",
Manhattan Minarets,,1946,"Tittle, Walter",
Crossed Trails,,1946,"Kappel, Philip",
Curiosity,,1946,"Kappel, Philip",
Men and Cargo - West Indies,,1946,"Kappel, Philip",
Mender of Shoes-Rabat-Morocco,,1946,"Kappel, Philip",
Nile Boats,,1946,"Kappel, Philip",
Off Hatteras,,1946,"Kappel, Philip",
M. Aristide Briand,1921,1946,"Tittle, Walter",
Arnold Bennett,1923,1946,"Tittle, Walter",
Augustus John,1934,1946,"Tittle, Walter",
Bluet,,1946,"Hanna, Boyd",
Partridge Berry,,1946,"Hanna, Boyd",
Mother and Daughter,1945,1946,"Kuniyoshi, Yasuo",
Sun Glitter,1945,1946,"Burchfield, Charles E.",
Wires Down (Ice Storm),1920,1946,"Burchfield, Charles E.",
Creamer (Westward-Ho), 1870-1880,,Jacobus,
Spoon holder (Jumbo), 1884,1946,"Barker, David",
Dessert dish (Westward-Ho), 1870-1880,,Jacobus,
Paperweight (Frosted Lion), 1876,,Jacobus,
Flowers in Green Vase, 1905,1946,"Redon, Odilon",
Platter (the Signers Platter),1875 (patented),,"Gill, James C.",
Cake plate,1878,,"Miller, John E.",
Cake plate,1878,,"Miller, John E.",
"Pitcher (""Three Faces"" Pattern)", 1878,,"Miller, John E.",
Celery glass (Three Face),1878 (patented),,"Miller, John E.",
Spoon holder (Three Face), 1878,,"Miller, John E.",
Creamer,1878,,"Miller, John E.",
Sugar Bowl (Three Face), 1878,,"Miller, John E.",
Goblet,1878,,"Miller, John E.",
Dessert dish,1878,,"Miller, John E.",
Dessert dish (Three Faces),1878,,"Miller, John E.",
Salt (Three Face),1878 (patented),,"Miller, John E.",
Salt (Baby-Face),1878 (patented),,"Miller, John E.",
Plantation Road,1944-1945,1946,"Benton, Thomas Hart",
Compote (Three Face),1878,,"Miller, John E.",
Salt shaker,1878 (patented),,"Miller, John E.",
Duet,1945,1946,"Andersen, Niels Yde",
Stretching Cat,,1946,"Bloch, Julia",
Song at Sundown,,1946,"Kloss, Gene",
City Lane,1945,1946,"Landeck, Armin",
Steamboat'Round the Bend,,1946,"McCrady, John",
Gwine to Heaven,1945,1946,"McVeigh, Blanche",
Le pécheur à la ligne,,1947,"Legros, Alphonse",
Jean Loret,1658,1947,"Nanteuil, Robert",
The Painter (Le Peintre), 1667,1947,"Ostade, Adriaen Van",
Nathanael Dilgerus,1683,1947,"Edelinck, Gérard",
"Dom Prosper Gueranger, Abbe de Solesmes",1878,1947,"Gaillard, Claude-Ferdinand",
Out Hunting for Teeth (A caza des dientes),1796-1797,1947,"Goya, Francisco de",
"Love and Death (El amor, y la muerte)",c.1796-1799,1947,"Goya, Francisco de",
Charles V,1520,1947,"Hopfer, Hieronymus",
The Death of the Vagabond (La mort du vagabond),1875,1947,"Legros, Alphonse",
Felling the Pines (Abattage des Pins. Foret de  Fontainbleau),1887,1947,"Lepère, Auguste L.",
Felling the Pines (Abattage des Pins. Foret de Fontainbleau),1887,1947,"Lepère, Auguste L.",
Horses Eating Hay,,1947,"Blampied, Edmund",
Antoinette's Caress (No.1), 1910,1947,"Cassatt, Mary",
"Paris under the Snow, Seen from the top of St. Gervais (Paris sous la neige, vu du haut de St. Gervais)",1890,1947,"Lepère, Auguste L.",
Landscape with a Country Dance (Dance under the Trees),1637,1947,"Lorrain, Claude",
"The Valley of Desolation, Mahonoy River", 1909,1947,"Pennell, Joseph",
"Work's Castle, Wilkes-Barre", 1910,1947,"Pennell, Joseph",
The Well. Colonnaded Interior with a Broad Staircase Divided in Two by a Stone Projection with Barred Window,1761,1947,"Piranesi, Giovanni B.",
"The Grand Piazza.  A Lofty Arch, with Vista on to an Arcade Surmounted by a Frieze",1761,1947,"Piranesi, Giovanni B.",
The Arch with a Shell Ornament.  A Series of Galleries with Round Arches  and a Crane-Like Erection of Beams in the Right Foreground,1761,1947,"Piranesi, Giovanni B.",
Portrait of Antonin Proust,1885,1947,"Rodin, Auguste",
"Night in Auxerre, France",,1947,"Bone, Muirhead",
Horses in the Rain,,1947,"Blampied, Edmund",
Tour du Gros-Horloge Batie Sous la Domination Anglais en 1417,1824,1947,"Bonington, Richard  Parkes",
Portrait of Edmond de Goncourt,1882,1947,"Bracquemond, Félix",
The Workshop,1905,1947,"Cameron, David Young",
Portrait of Alphonse Daudet,1893,1947,"Carrière, Eugène",
Lion from the Atlas Mountains,1829,1947,"Delacroix, Eugène",
Royal Tiger,1829,1947,"Delacroix, Eugène",
Pierre Gillet,1713,1947,"Drevet, Pierre-Imbert",
"Herakles, Archer",1908-1909,1947,"Bourdelle, Emile Antoine",
Inward Hymn, 1908-1909,1947,"Bourdelle, Emile Antoine",
The Bonnet,1891,1947,"Cassatt, Mary",
"Church, Rome, 1884",1884,1947,"Hammer, John J.",
"House, Rome, 1884",1884,1947,"Hammer, John J.",
"House with Young Boy in the Foreground, Capri, 1884",1884,1947,"Hammer, John J.",
Knitting in the Library, 1881,1947,"Cassatt, Mary",
Reflection, 1890,1947,"Cassatt, Mary",
Going Home, 1879-1882,1947,"Twachtman, John H.",
The Stocking, 1889-1890,1947,"Cassatt, Mary",
The Carpenter of Hesdin,1917,1947,"McBey, James",
"Bivalve, New Jersey",,1947,"La Badessa, Vincent",
Always Studying,,1947,"Margulies, Joseph M.",
Backstage Props,,1947,"Miller, Robert",
"Dixon Square, Westerly, Rhode Island",,1947,"Novak, Louis",
Rockport Harbor,1945,1947,"Shoulberg, Harry",
Clams and Ships,,1948,"Hornby, Lester G.",
Farm in South Essex,,1948,"Hornby, Lester G.",
Gloucester,,1948,"Hornby, Lester G.",
Ipswich,,1948,"Hornby, Lester G.",
Cruet with Frame and Small Cruets,1785-1786,1948,"Daniell, Thomas",
"Cruet set, with Frame, Cruets, and Labels",1784-1789,1948,"Scofield, John",
"Cruet set, with Frame, Cruets, and Labels",1784-1789,1948,"Barker, Susanna",
Tea urn,1762-1763,1948,"Pitts, Thomas",
Girl's Head,,1948,"Kahn, Max",
Inkstand, 1770,1948,"Lloyd, John",
Inkstand,1801-1803,1948,"Allen, William",
Weltschmerz, 1946,1948,"Kent, Rockwell",
Candelabrum,1762-1763,1948,"Tuite, William",
Dish,1764-1765,1948,"Whipham, Thomas",
Dish,1764-1765,1948,"Wright, Charles",
Dish,1764-1765,1948,"Whipham, Thomas",
Dish,1764-1765,1948,"Wright, Charles",
Girl with Bouquet,early-mid 20th century,1948,"Mangravite, Peppino",
Candelabrum,1762-1763,1948,"Tuite, William",
Saltcellar,1769-1770,1948,"Waters, James",
Saltcellar,1769-1770,1948,"Waters, James",
Concert Impression of Rudolf Serkin, 1946,1948,"Spiro, Eugene",
Tablespoon,1723-1724,1948,"Street, William",
Tablespoon,1723-1724,1948,"Street, William",
Tablespoon,1723-1724,1948,"Street, William",
Tablespoon,1723-1724,1948,"Street, William",
Tablespoon,1723-1724,1948,"Street, William",
Tablespoon,1723-1724,1948,"Street, William",
Fabric of Lost Time,1946,1948,"White, Charles F.",
'Europe' 1947,1947,1948,"Kent, Rockwell",
"Good-Bye, Day!", 1946,1948,"Kent, Rockwell",
The Chamber Idyll,1827-1828,1948,"Calvert, Edward",
The Cyder Feast-A Vision of Joy and Thanksgiving,1828,1948,"Calvert, Edward",
The Flood,1829,1948,"Calvert, Edward",
Ideal Pastoral Life,1829,1948,"Calvert, Edward",
The Lady and the Rooks,1827,1948,"Calvert, Edward",
The Ploughman,1828,1948,"Calvert, Edward",
The Return Home,1827,1948,"Calvert, Edward",
The Sheep of his Pasture,1828,1948,"Calvert, Edward",
Eternal Vigilance is the Price of Liberty,1945,1948,"Kent, Rockwell",
"Hanaōgi of the Afukiya, with her attendants Yoshino and Tatsuta (Afukiya Hanaōgi Yoshino Tatsuta)",c.1783,1948,Kiyonaga Torii,
"Hanaōgi of the Afukiya, with her attendants Yoshino and Tatsuta (Afukiya Hanaōgi Yoshino Tatsuta)",c.1783,1948,Yohachi Nishimuraya,
Saint-Étienne-Du-Mont,1852,1948,"Meryon, Charles",
At the Piano,1900,1948,"Zorn, Anders L.",
Augustus Saint-Gaudens, late 19th-early 20th century,1948,"Zorn, Anders L.",
Mr. and Mrs. Furstenberg,1895,1948,"Zorn, Anders L.",
The Bride,1828,1948,"Calvert, Edward",
The Brook-A Land of Olive and Honey,1827-1828,1948,"Calvert, Edward",
"Apotheosis of Pittsburgh: Studies for ""The Crowning of Labor""", 1905,1948,"Alexander, John White",
George Bernard Shaw,1934,1948,"Epstein, Jacob",
Pensive Girl,1946-1947,1948,"Soyer, Raphael",
Memory of Spain,1920s,1948,"Aman-Jean, Edmond",
Andrey Avinoff,1943,1948,"Shoumatoff, Elizabeth",
The Pier with a Lamp. Round Arches Springing from a Square Column Ornamented with the Heads of Giants with Rings in Their Mouths,1761,1948,"Piranesi, Giovanni B.",
The Arch with a Shell Ornament. A Series of Galleries with Round Arches  and a Crane-Like Erection of Beams in the Right Foreground, 1761 - early 1770s,1948,"Piranesi, Giovanni B.",
Title Plate, 1761 - early 1770s,1948,"Piranesi, Giovanni B.",
Prisoners on a Projecting Platform. A Vast Gallery with Round Arches and a Group of Prisoners on a Projecting Stone in the Foreground, 1761 - mid 1830s,1948,"Piranesi, Giovanni B.",
The Staircase with Trophies. A Vast Interior with Trophies at the Foot of a Broad Staircase and Two Large Flags on the Left, 1761 - early 1770s,1948,"Piranesi, Giovanni B.",
The Round Tower.  A Vaulted Building with a Staircase Leading Round a Central Column with Barred Window in the Center, 1749-1760,1948,"Piranesi, Giovanni B.",
"The Colosseum, Bird's-Eye View. or  Veduta dell' Anfiteatro Flavio detto il Colosseo (Bird's-Eye View of the Colosseum)",1776,1948,"Piranesi, Giovanni B.",
"The Palazzo Dell' Accademia Di Francia (The Palazzo Salviati). Veduta nella Via del Corso, del Palazzo dell'Accademia istituita da Luigi XIV, Re di Francia (View of the Corso from the Academy begun by Louis XIV, King of France)",1752,1948,"Piranesi, Giovanni B.",
The Palazzo Della Consulta. Veduta del Palazzo fabbricato sul Quirinale per le Segretarie de Brevi e della Sacra Consulta (View of the Palace built on the Quirinal for the Papal Secretaries),1749,1948,"Piranesi, Giovanni B.",
S. Giovanni in Laterno. Interior. Veduta interna della Basilica di S. Giovanni Laterano (View of the Interior of St. John Lateran),1768,1948,"Piranesi, Giovanni B.",
"The Angel with the Key to the Bottomless Pit, from the Apocalypse",1498,1948,"Dürer, Albrecht",
The Villa Albani. Veduta della Villa dell' Emo Sigr. Card. Alessandro Albani fuori di Porta Salaria (View of the Villa of Cardinal Alessandro Albani),1769,1948,"Piranesi, Giovanni B.",
The Great Jewish Bride,1635,1948,"Rijn, Rembrandt Harmensz. van",
Omnibus,1892,1948,"Zorn, Anders L.",
The Madonna with Joseph and Five Angels, 1505,1948,"Dürer, Albrecht",
"The Apocalyptic Woman, from The Apocalypse",1498,1948,"Dürer, Albrecht",
Risen Christ Between St. Andrew and St. Longinus,c.1472,1948,"Mantegna, Andrea",
Virgin and Child with bird,1500-1520,1948,"Montagna, Benedetto",
The Man on the Rack. An Architectural Medley with a Man on the Rack in the Foreground, 1761 - early 1770s,1948,"Piranesi, Giovanni B.",
"The Drawbridge.  An Immense Interior, with Numerous Wooden Galleries, and a Drawbridge in the Center",1761,1948,"Piranesi, Giovanni B.",
The Smoking Fire.  A Perspective of Arches with a Smoking Fire in the Center,1761,1948,"Piranesi, Giovanni B.",
The Gothic Arch.  A Perspective of Colonnades with Zig-Zag Staircase and Two Figures on Arch Overlooking the Central Flight, 1761 - 1770,1948,"Piranesi, Giovanni B.",
Lace in Stone (Facade of Rouen Cathedral),1927,1948,"Arms, John Taylor",
"Hombre! Que sin Verguenza! (Aren't You Ashamed of Yourself, Buddy?)",1928,1948,"Biddle, George",
Day's End,1937,1948,"Lewis, Martin",
Montague Place,1920s-1940s,1948,"Rocker, Fermin",
Mending,1944,1948,"Shoulberg, Harry",
"The Church (Wiscasset, Maine)",1947,1948,"Wengenroth, Stow",
Church in Luxembourg,,1948,"Bohrod, Aaron",
Kunming Bus,,1948,"Castellon, Federico",
Evening Music,1946,1948,"Reed, Doel",
"Jungle, Brazil",,1948,"Brussel-Smith, Bernard",
Nassau Hall from Chancellor Green,20th century,1948,"Chamberlain, Samuel",
San Pietro de Castello,1923,1948,"Webster, Herman A.",
Mark Twain,1906,1948,"Woolf, Samuel J.",
